Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
AGEN,-1.5136986,2.778,6,-150894032,2,2.79717,5,7,1.319,,,,0,-1.774,7.116,-1.46,0.1881,0.35963002,Biotechnology,-150894032,,1.054,1,-0.50003,,0.286,Healthcare,7,10802405,10472062,9.12,-1.477
UAA,61.969696,0.077,10,-159467008,1,-0.443843,10,6,1.914,40.51,,,0.06418,29.727,1.908,0.33,0.00343,0.88108003,Apparel Manufacturing,-159467008,3.41,0.692,3.1,0.02264,-0.080790006,11.578,Consumer Cyclical,10,45611693,54281174,9.07,-0.36
BKS,8.333333,-0.043,6,-125560000,1,1.120116,5,9,1.054,38.521,,,0.02957,4.955,0.147,0.63,0.25363,0.69225997,Specialty Retail,-125560000,0.93,0.072,3,0.00807,-0.25445,50.453,Consumer Cyclical,8,8564411,7667629,9.07,-1.73
AVAV,64.20438,-0.064,6,22576000,2,1.184512,7,4,6.598,0.039,-0.41,-0.399,0.14253001,45.826,6.531,1.37,0.11249,0.8531,Aerospace & Defense,22576000,2.5,5.406,3,0.04508,0.05644,11.548,Industrials,7,2365684,2550183,9.04,0.845
VMW,23.18608,0.144,9," 1,506,000,000.00 ",1,0.391095,6,4,3.012,40.781,0.926,0.928,0.26906002,23.885,6.426,6.61,0.58001,1.07741,Software - Infrastructure,1506000000,2.19,2.965,2.3,,,20.73,Technology,10,8811932,11245477,8.98,3.656
AG,79.42857,0.326,8,-103029000,2,0.854745,5,10,3.199,20.62,,,0.21631001,19.368,4.189,0.07,,,Silver,-103029000,1.96,2.698,2.3,-0.06278,-0.14923,1.541,Basic Materials,6,25353488,23165349,8.96,-0.608
GES,18.421053,0.126,6,1725000,2,-0.18147,7,4,2.241,4.644,0.722,0.678,0.06935,10.242,0.71,1.33,0.30573,0.73024005,Apparel Stores,1725000,5.4,1.069,2.6,0.042579997,0.0067,31.027,Consumer Cyclical,7,4629928,5205944,8.96,0.02
ECYT,-27.013697,0.157,,-51998128,,0.102374,,,28.311,,,,0,-33.457,15688.625,-0.73,0.05152,0.85436994,Biotechnology,-51998128,,28.019,1.3,-0.15373999,-0.36903,0.001,Healthcare,,6649848,7320192,8.94,-0.965
SFM,19.181158,0.116,7,179518000,1,0.710457,2,10,1.037,98.808,0.103,0.018,0.06791,11.255,0.764,1.38,0.03232,0.98107004,Grocery Stores,179518000,1.36,0.159,2.2,0.09024,0.28642,37.521,Consumer Defensive,7,15249068,15376501,8.93,1.344
TRI,15.846975,0.024,8,1488999936,2,0.60477,10,2,2.314,64.425,2.305,2.255,0.21792999,15.564,3.392,2.81,0.64405,0.26137,Capital Markets,1488999936,1.32,0.248,2.7,0.04064,0.12524,16.032,Financial Services,7,4913072,5758282,8.9,1.672
CROX,27.18421,0.047,9,9180000,2,0.143446,2,5,2.429,0.01,0.75,0.566,0.09175,14.094,1.293,0.76,0.023459999,1.0701001,Footwear & Accessories,9180000,5.13,1.665,2.7,0.06627,0.06939,15.153,Consumer Cyclical,10,9774228,9376987,8.83,0.132
OLLI,43.118813,0.211,9,139082000,2,0.121463,10,6,2.176,2.915,0.586,0.606,0.13971,33.869,4.732,2.02,0.16381,0.90588,Discount Stores,139082000,1.99,0.195,2.3,0.08769,0.18541999,18.243,Consumer Defensive,8,4859318,5024583,8.81,2.127
FNSR,14.265735,-0.133,4,-48286000,1,1.245695,2,6,4.004,45.587,,,0.09244,15.349,1.419,1.43,0.009190001,1.02254,Communication Equipment,-48286000,1.75,3.121,2.3,0.00396,-0.03031,11.562,Technology,5,17185717,22121595,8.8,-0.424
SPPI,-35.88333,-0.295,10,-48924000,2,2.53098,9,10,3.276,11.457,,,-0.67388,-28.058,18.908,-0.6,0.105979994,0.84474,Biotechnology,-48924000,,3.178,1.5,-0.15795,-0.18024,1.236,Healthcare,6,9070506,10170556,8.79,-0.505
SPG,24.436583,0.02,10,2252557056,5,0.709059,6,1,0.364,576.579,0.442,0.431,0.74276,19.261,14.306,7.49,0.00522,0.99083,REIT - Retail,2252557056,2.9,0.362,2,0.05809,0.60789,18.104,Real Estate,10,12312046,13299335,8.77,7.257
K,15.274469,0.058,5,1760000000,2,0.293724,3,1,0.824,266.392,1.137,1.106,0.22721,11.368,2.583,4.7,0.00698,0.90997005,Packaged Foods,1760000000,2.3,0.456,2.7,0.09488,0.67111,38.327,Consumer Defensive,9,17020197,20743655,8.76,5.056
DISCA,8.185294,0.63,10,-633000000,2,1.420569,9,10,1.449,182.632,-0.529,-0.422,0.33979,12.942,4.398,3.4,0.01827,1.27588,Media - Diversified,-633000000,0.83,1.178,2.4,0.05499,-0.08444,15.956,Consumer Cyclical,10,29732330,29023710,8.73,-1.257
ICHR,6.770235,0.559,10,78254000,2,,10,9,2.105,76.615,1.841,1.844,0.12244,7.163,0.877,3.83,0.01471,0.98769,Semiconductor Equipment & Materials,78254000,0.4,0.961,1.7,0.119890004,0.37535998,33.288,Technology,6,7419521,8564519,8.71,2.954
OMC,11.972366,0.018,4,1145600000,1,0.847354,6,4,0.89,163.472,0.143,0.108,0.15284,8.178,1.25,5.79,0.00821,1.0908899,Advertising Agencies,1145600000,1.75,0.688,3.1,0.05854,0.41902,66.921,Consumer Cyclical,5,23166591,24889773,8.66,4.956
SNA,13.854232,0.038,7,604600000,1,1.009929,6,7,2.325,34.484,0.2,0.166,0.25237,10.724,2.707,12.76,0.011729999,1.01589,Tools & Accessories,604600000,1.51,1.49,2,0.11512,0.20713,72.129,Industrials,8,7052027,6496090,8.65,10.46
GPRE,28.174603,0.113,6,55913000,2,1.244226,6,5,1.506,124.898,,,0.03745,13.181,0.494,0.63,0.056599997,1.07723,Specialty Chemicals,55913000,-1.06,0.56,2,0.00903,0.07502,97.165,Basic Materials,6,6798496,6723542,8.61,1.35
BIG,8.732252,-0.021,1,169559008,1,1.015165,1,4,1.654,25.25,-0.357,-0.394,0.07123,5.461,0.389,4.93,0.01096,1.19487,Discount Stores,169559008,1.99,0.102,2.3,0.1005,0.2525,124.101,Consumer Defensive,1,9593156,12414558,8.6,3.971
PSTG,57.106384,0.376,10,-186459008,2,1.117,10,9,4.03,67.767,,,-0.09983,-46.509,4.643,0.47,0.020869998,0.93896,Data Storage,-186459008,8.71,3.749,2.1,-0.09028,-0.34219003,5.338,Technology,10,17141587,17323356,8.57,-0.843
MIC,19.358025,0.089,7,504367008,1,1.538797,6,9,2.414,104.342,0.426,0.474,0.33148,11.903,3.945,2.43,0.00431,0.99044,Airports & Air Services,504367008,3.04,0.357,2.5,0.02562,0.15314001,22.521,Industrials,7,7716431,8745519,8.57,5.554
STNG,16,0.197,,-179152992,,0.839255,,,0.734,168.196,,,0.26503,21.053,5.58,0.12,0.10569,0.67350996,Shipping & Ports,-179152992,-0.04,0.667,1.6,-0.00037,-0.117180005,2.008,Industrials,,22245479,23251726,8.55,-0.634
HLF,17.46605,0.121,6,167600000,2,0.380142,4,9,0.915,,-0.235,-0.314,0.1547,13.564,2.098,3.24,0.39244998,0.19905001,Household & Personal Products,167600000,-40.1,0.598,2.2,0.13204001,,31.338,Consumer Defensive,5,13033698,11650615,8.53,1.063
EPR,21.660494,0.066,3,220718000,1,0.64851,1,6,1.787,103.18,0.128,0.137,0.86560994,15.53,13.443,3.24,0.01277,0.93412,REIT - Retail,220718000,2.94,1.067,2.8,0.039419997,0.08609,8.214,Real Estate,3,3249036,3624014,8.49,2.983
DIN,12.195906,-0.022,3,-332300992,2,-0.552306,2,4,1.261,,-0.438,-0.425,0.31375998,14.925,4.683,6.84,0.061680004,1.20752,Restaurants,-332300992,4.13,0.792,1.7,0.050869998,-23.97584,33.78,Consumer Cyclical,6,3005869,3159917,8.42,-18.792
GLNG,77.454544,1.09,5,-24735000,2,0.583632,6,8,0.616,147.864,,,0.042329997,558.171,23.626,0.33,0.05736,0.95321,Shipping & Ports,-24735000,0.05,0.333,1.6,-0.00796,0.012660001,2.198,Industrials,2,8219300,10048416,8.41,-0.256
GRMN,20.100294,0.076,9,599288000,1,0.937274,10,8,2.501,,0.064,0.076,0.2465,14.7,3.624,3.39,0.31987,0.43131,Scientific & Technical Instruments,599288000,3.52,1.779,3.1,0.09011,0.16547,17.119,Technology,7,9899037,11141885,8.41,3.17
FCEL,-2.4375,0.02,,-55199000,,1.322339,,,2.331,61.279,,,-0.27012,-6.585,1.779,-0.48,0.01191,0.24027,Utilities - Independent Power Producers,-55199000,-0.1,1.453,1.8,-0.07333,-0.26383,1.737,Utilities,,9921956,10612162,8.38,-0.815
CAKE,19.40511,0.041,3,138564992,1,0.228761,4,1,0.477,21.996,-0.218,-0.257,0.099870004,10.582,1.057,2.74,0.07201,1.07622,Restaurants,138564992,2.01,0.23,2.9,0.06564,0.22112,50.436,Consumer Cyclical,7,8983226,11425935,8.33,2.949
SIG,15.620437,0.055,4,-88700000,2,0.482867,1,7,3.037,30.001,,,0.11299,5.975,0.675,4.11,0.01047,1.0892199,Luxury Goods,-88700000,2.38,0.27,3,0.05885,-0.019709999,108.271,Consumer Cyclical,6,9733812,11332906,8.32,-1.458
CHTR,42.87293,0.048,10,10042000384,2,1.246283,9,10,0.196,158.006,1.212,0.964,0.36645,9.692,3.552,7.24,0.27199,0.75068,Pay TV,10042000384,1.18,0.171,2,0.0207,0.22309999,176.199,Communication Services,5,11843652,9525515,8.28,36.485
SRPT,-74.21505,1.1,2,-216362000,2,1.595806,3,4,10.882,62.862,,,-0.69967,-52.012,36.391,-1.86,0.05925,0.90903,Biotechnology,-216362000,189.55,9.577,1.7,-0.13159001,-0.40185001,3.778,Healthcare,3,8767112,9597811,8.27,-3.386
WPRT,72.8,0.373,,-53524000,,1.539109,,,1.52,50.526,,,-0.12015,-13.267,1.594,0.05,0.19139,0.23064,Auto Parts,-53524000,-0.65,0.976,2,-0.09774999,-0.51638,2.114,Consumer Cyclical,,2378526,2451215,8.25,-0.375
ZAYO,56.81967,0.031,8,101900000,2,0.24862,8,8,1.02,391.418,1.039,0.888,0.45733002,11.878,5.432,0.61,0.051020004,1.09051,Communication Equipment,101900000,3.26,0.796,1.9,0.030869998,0.07029,10.53,Technology,8,13663340,14825553,8.18,0.41
GALT,-5.7767854,,,-16100000,,3.649538,,,7.692,,,,0,-16.179,,-1.12,0.18643999,0.13651,Drug Manufacturers - Specialty & Generic,-16100000,,7.315,2,-0.8961,-1.9097,,Healthcare,,4019711,4529729,8.17,-0.432
FDS,23.89479,0.089,4,257814000,2,0.98988,4,5,2.172,107.361,0.151,0.143,0.32446998,20.808,6.752,9.6,0.02104,0.93574995,Capital Markets,257814000,2.28,1.966,3.2,0.16928,0.48512,34.156,Financial Services,6,2135441,2609189,8.15,6.519
SENS,-9.066667,3.451,9,-88423000,2,-0.546,9,9,8.287,52.529,,,0,-8.036,47.225,-0.45,0.28192,0.56128,Diagnostics & Research,-88423000,,7.784,1.3,-0.33356,-1.50195,0.085,Healthcare,8,13861627,13253973,8.1,-0.652
FTR,-6.26506,-0.062,1,-1279000064,1,0.337988,1,1,0.467,726.239,,,0.39483002,5.065,2,-0.83,0.017860001,0.63828,Telecom Services,-1279000064,-0.44,0.386,3.5,0.0345,-0.35696,113.572,Communication Services,1,29802326,31083593,8.08,-16.452
QDEL,26.149658,1.696,2,20269000,2,1.287094,2,5,1.103,36.427,,,0.29419002,23.769,6.993,2.94,0.12759,0.90445,Diagnostics & Research,20269000,0.51,0.547,1.9,0.09352,0.06971,12.392,Healthcare,3,2311940,2290433,8.04,0.573
TDG,20.808561,0.092,10,795955008,2,0.850409,9,10,4.143,,0.269,0.285,0.47521,17.046,8.1,16.82,0.00291,0.38338003,Aerospace & Defense,795955008,1.18,3.08,2.2,0.091800004,,66.528,Industrials,7,2967424,3862734,8.04,13.761
MTCH,29.098837,0.361,10,511988992,2,0.031,10,8,1.536,215.355,1.651,1.576,0.33181998,28.479,9.45,1.72,0.25002,0.96099997,Internet Content & Information,511988992,1.43,1.317,2.4,0.13536,0.82998,5.674,Technology,10,26154991,25521108,8.01,1.733
VSH,10.72072,0.183,9,52210000,2,1.364811,7,6,3.893,49.049,0.806,0.835,0.19634001,5.341,1.049,2.22,0.00609,1.10947,Semiconductors,52210000,1.26,2.806,2,0.07363,0.03402,19.588,Technology,10,13996021,13688091,7.96,0.349
WGO,9.260652,0.18,4,97490000,2,1.247833,3,4,1.963,49.829,0.672,0.677,0.090900004,7.814,0.71,3.99,0.03819,0.94943,Recreational Vehicles,97490000,0.77,0.987,2.1,0.107250005,0.21146,61.231,Consumer Cyclical,9,3319344,3573213,7.93,3.071
CTXS,19.130873,0.071,7," 93,923,000.00 ",1,1.448886,5,7,0.752,337.553,0.043,-0.018,0.30635,18.094,5.543,5.96,0.0116,1.05459,Software - Infrastructure,93923000,1.88,0.676,2.8,0.084630005,0.0746,20.272,Technology,8,11705707,10680264,7.91,0.622
WERN,14.82,0.192,5,229722000,2,0.962076,7,4,1.814,7.777,0.656,0.648,0.1688,7.106,1.199,2.5,0.34922,0.70399004,Trucking,229722000,0.6,1.628,2.6,0.05534,0.20392,31.501,Industrials,4,10313554,9064386,7.9,3.169
HAIN,20.25532,-0.145,6,82428000,10,1.006578,3,5,2.489,41.11,,,0.09977999,14.487,1.446,1.41,0.027449999,0.90319,Packaged Foods,82428000,2.46,0.85,2.5,0.03936,0.04779,23.667,Consumer Defensive,1,7627471,8399583,7.89,0.094
BBY,14.54479,0.049,3,1054000000,1,0.031162,3,3,1.213,26.616,0.284,0.167,0.06256,7.47,0.467,5.47,0.14182,0.85148,Specialty Retail,1054000000,1.06,0.449,2.9,0.09774,0.27983,150.186,Consumer Cyclical,6,17220309,18914657,7.88,3.598
FE,15.072581,0.033,9,-2060000000,1,0.265985,1,10,0.466,250.123,-0.28,0.718,0.3068,8.798,2.699,2.48,0.05526,0,Utilities - Diversified,-2060000000,-2.25,0.346,2.1,0.0404,-0.25052,30,Utilities,10,29784137,32826506,7.87,-1.603
ADVM,-5.7575755,0.065,10,-64628000,2,3.86822,10,9,20.918,,,,0,-3.449,130.672,-1.32,0.06447,0.73263,Biotechnology,-64628000,,20.65,2.2,-0.1758,-0.30368,0.031,Healthcare,8,3760831,3683146,7.86,-1.235
CSTE,18.221155,0.002,,12524000,,1.745301,,,3.108,4.058,-0.234,-0.243,0.13269,7.359,0.977,1.04,0.44368,0.44926,Building Materials,12524000,1.22,1.85,3.7,0.04776,0.02876,17.124,Basic Materials,,1779982,1904021,7.82,0.365
PDCO,13.919752,-0.031,1,200974000,2,1.445329,1,4,1.952,69.52,-0.655,-0.661,0.055560004,10.315,0.573,1.62,0.131,1.03609,Medical Distribution,200974000,4.49,0.98,3.1,0.03938,0.14073,59.11,Healthcare,3,16792825,18929465,7.79,2.16
ARWR,-26.836363,-0.922,8,-54421092,1,2.118517,9,9,8.681,2.337,,,0,-23.989,88.881,-0.55,0.08242,0.59099996,Biotechnology,-54421092,-3.17,8.488,1.8,-0.30165002,-0.56895,0.169,Healthcare,4,13841228,12328878,7.75,-0.681
GBT,-13.597222,,9,-151732992,2,4.191338,9,10,22.057,,,,0,-13.561,,-3.6,0.61278,0.13401,Biotechnology,-151732992,-0.39,21.726,1.8,-0.23224,-0.38498002,,Healthcare,8,7003508,6349657,7.69,-3.252
WFT,-17.285715,0.062,4,-2703000064,1,2.597911,2,9,1.679,,,,-0.03041,-56.913,1.731,-0.14,0.21079001,0.25834,Oil & Gas Equipment & Services,-2703000064,-0.05,0.719,2,-0.05094,-25.339619,5.862,Energy,2,109587130,114317852,7.67,-2.722
GIII,16.359713,0.156,5,82400000,1,-0.121066,7,7,2.354,41.394,,,0.07909,11.506,0.91,2.78,0.13986,1.05802,Apparel Manufacturing,82400000,0.86,1.103,2.2,0.062179998,0.07851,59.045,Consumer Cyclical,4,2798252,3036491,7.62,1.645
HBI,9.280424,0.042,8,38787000,1,0.316337,7,4,2.02,586.357,-0.175,-0.185,0.15668,10.022,1.57,1.89,0.01131,1.05582,Apparel Manufacturing,38787000,14.3,0.766,2.5,0.07749,0.04203,18.237,Consumer Cyclical,10,54486416,55760111,7.59,0.106
NCR,9.565657,-0.035,10,-52000000,2,2.143017,7,10,1.458,255.082,,,0.13602,7.918,1.077,2.97,0.01174,0.93676,Information Technology Services,-52000000,2.77,0.871,2.3,0.05585,-0.0015,54.091,Technology,10,9647668,6718191,7.58,-0.824
QLYS,51.732956,0.232,7,30743000,1,1.50225,4,9,2.173,,0.333,0.429,0.26178,47.11,12.333,1.76,0.14312,0.85467005,Software - Application,30743000,7.47,2.085,2.5,0.05006,0.09159,6.648,Technology,8,2883990,2874452,7.57,0.742
FOMX,-3.5155277,0.208,,-79549000,,2.60085,,,3.722,,,,0,-2.246,46.313,-1.61,0.15105,0.58222,Biotechnology,-79549000,,3.688,2,-0.57229,-1.09874,0.1,Healthcare,,1195561,1147886,7.55,-2.086
NKTR,-41.556248,30.447,5,902713024,1,2.824,6,7,19.67,13.227,,,0.70194,10.165,7.136,-1.6,0.008930001,0.94016,Biotechnology,902713024,-2.38,19.187,1.8,0.42713,0.96867996,8.494,Healthcare,4,15890998,16014597,7.54,5.376
SNAP,-25.952381,0.444,,-1532231040,,,,,6.69,0.635,,,-1.4687899,-8.695,12.771,-0.42,0.20781,0.36578998,Internet Content & Information,-1532231040,-0.72,6.497,3.2,-0.28006,-0.50032,0.781,Technology,,112427195,112993832,7.51,-1.214
DNKN,24.542088,0.049,5,366174016,2,0.292882,4,4,1.527,,0.309,0.184,0.55247,17.876,9.876,2.97,0.00464,1.00657,Restaurants,366174016,1.96,1.062,2.7,0.08644,,10.083,Consumer Cyclical,8,7279050,9451215,7.5,4.119
SO,14.54485,0.036,8,2348999936,1,-0.01236,4,10,0.809,183.969,,,0.33876,12.016,4.071,3.01,0.00064,0.60792,Utilities - Regulated Electric,2348999936,7.04,0.394,3.4,0.02567,0.09137,23.631,Utilities,3,36054108,35411270,7.5,2.31
CLVS,-8.294663,0.625,5,-291432992,2,1.188358,2,5,10.032,183.875,,,0,-6.615,23.349,-4.31,0.029949998,1.0892401,Biotechnology,-291432992,-0.12,9.09,2.1,-0.18666,-0.88832,1.509,Healthcare,8,8575704,8580724,7.5,-5.776
GWRE,79.81746,0.138,6," (76,164,000.00)",2,0.93982,3,9,5.971,22.895,,,0.029000001,423.897,12.295,1.26,0.00104,1.09675,Software - Infrastructure,-76164000,6.64,5.805,2,-0.0068,-0.07073,7.67,Technology,8,3610225,3949608,7.48,-0.986
ALV,10.032657,0.115,3,494900000,2,1.41399,3,3,1.225,113.748,-0.714,-0.713,0.12242,7.366,0.902,8.88,0.00181,0.44505,Auto Parts,494900000,0.75,0.885,2.8,0.0739,0.12121,124.247,Consumer Cyclical,6,5344403,4769313,7.44,3.638
CNAT,-28.050001,-0.123,6,-17871412,2,2.195314,3,9,2.35,67.745,,,-0.48699,-6.762,3.293,-0.2,0.03695,0.34624,Biotechnology,-17871412,-0.24,2.271,1.7,-0.13616,-0.65883005,1.227,Healthcare,8,1672899,1570430,7.44,-0.595
DDD,67.83333,0.107,4,-77623000,2,0.700935,3,10,1.951,1.236,,,-0.00297,-1146.884,3.41,0.3,0.03741,0.73441005,Computer Systems,-77623000,14.06,1.331,3.4,-0.044889998,-0.12309,6.015,Technology,1,28019675,32040915,7.4,-0.694
TGT,15.569395,0.069,3,3099000064,1,0.630979,8,7,0.819,119.495,0.23,0.191,0.09295,8.498,0.79,5.62,0.00136,0.85739,Discount Stores,3099000064,2.16,0.084,2.7,0.0699,0.27837,136.626,Consumer Defensive,1,27857055,27765549,7.39,5.709
RY,11.458213,0.093,1,8792128512,1,0.951477,1,1,,,0.134,0.114,0,,-1.973,6.94,7.00E-05,0.47492,Banks - Global,8792128512,2.4,,2.2,0.00964,0.15946001,21.406,Financial Services,6,4504521,5352041,7.38,6.05
HUBS,135.56604,0.376,9,-55791000,2,1.758554,10,7,3.264,135.482,,,-0.080129996,-149.791,12.002,1.06,0.06125,0.99078006,Software - Application,-55791000,2.35,3.045,2.2,-0.040960003,-0.25869,11.721,Technology,8,3708055,3642075,7.37,-1.482
ESV,-6.2181816,0.002,1,-517100000,1,2.3567,1,3,2.661,59.224,,,0.1942,20.935,4.066,-1.1,0.5845,0,Oil & Gas Drilling,-517100000,0.18,1.952,2.6,-0.00298,-0.06244,4.485,Energy,2,80198321,80187005,7.34,-1.313
PVG,16.58,,8,13344000,2,-0.218068,8,6,0.403,87.979,,,0.42643002,12.409,5.291,0.5,0.0739,0.77929,Industrial Metals & Minerals,13344000,,0.356,2,0.043070003,0.01548,2.273,Basic Materials,9,15775865,15637681,7.32,0.073
MNK,4.613119,0.053,1,1726599936,2,1.516733,1,2,2.268,98.191,-0.709,-0.752,0.42032,6.526,2.743,7.47,0.021270001,1.21784,Drug Manufacturers - Specialty & Generic,1726599936,0.67,0.648,2.8,0.023139998,0.29845,36.449,Healthcare,2,24536840,31948114,7.31,18.591
DSW,17.786095,0.164,9,1750000,2,0.492877,7,1,2.604,,,,0.09393,8.361,0.785,1.87,0.06913,1.0302,Apparel Stores,1750000,2.35,0.817,2.8,0.08625,0.00185,36.597,Consumer Cyclical,10,7923715,8415009,7.27,0.011
CVS,10.292749,0.022,7,2988999936,1,0.876684,2,10,2.343,182.834,,,0.068179995,7.631,0.52,7.31,0.00263,0.86103,Health Care Plans,2988999936,1.11,1.844,1.9,0.05657,0.08623999,183.932,Healthcare,2,50091896,46962651,7.21,2.937
MPC,11.366022,0.224,9,4008000000,1,1.604484,9,4,1.6,87.115,1.441,1.184,0.088970006,8.301,0.739,7.24,0.58337003,0,Oil & Gas Refining & Marketing,4008000000,0.28,1.021,1.6,0.057389997,0.22775999,153.757,Energy,9,30491133,28317507,7.2,8.239
FIT,-25.083334,-0.153,10,-358017984,2,1.68006,8,9,1.892,,,,-0.09342,-6.424,0.6,-0.24,0.057290003,0.66963995,Scientific & Technical Instruments,-358017984,-1.41,1.543,3,-0.0863,-0.44632,6.34,Technology,10,40557150,35420209,7.2,-1.503
NG,-73.4,,9,-38257000,2,-0.896425,10,9,31.814,34.687,,,0,-63.518,,-0.05,0.27368,0.47134,Gold,-38257000,,31.449,2,-0.03021,-0.13799,,Basic Materials,9,12272423,11998573,7.19,-0.119
HK,15.793103,-0.539,10,307284992,2,4.612592,8,10,0.87,54.534,,,-0.0095,-567.749,5.395,0.29,0.03601,1.1226001,Oil & Gas E&P,307284992,0.79,0.735,2.2,-0.02467,0.33132,1.493,Energy,10,37225261,36463781,7.18,2.013
DVA,13.858,0.07,3,698158976,1,1.414877,9,2,1.899,179.767,1.341,1.105,0.20743999,9.345,1.939,5,0.02228,0.91857004,Medical Care,698158976,0.72,0.571,2.1,0.05373,0.1462,62.634,Healthcare,2,6993777,6020284,7.13,2.931
COO,20.283901,0.187,3,127800000,2,1.062496,7,3,2.577,71.103,-0.03,-0.027,0.29027998,21.498,6.24,12.61,0.00678,1.03848,Medical Instruments & Supplies,127800000,2.23,1.151,2,0.05151,0.04044,49.879,Healthcare,3,2237830,2363886,7.12,2.578
SN,4.1093755,0.476,10,-141727008,2,2.60201,10,10,1.116,,,,0.24976,11.154,2.786,0.64,0.11461,0,Oil & Gas E&P,-141727008,-0.1,1.088,3.1,0.00107,,11.801,Energy,9,25560637,20975542,7.12,-1.777
FGEN,-46.679394,0.452,8,-128498000,2,2.494245,7,9,7.952,22.233,,,-0.85580003,-37.809,32.357,-1.31,0.11111,0.67208,Biotechnology,-128498000,,7.918,1.8,-0.11282,-0.33631,1.746,Healthcare,8,3354908,3783589,7.11,-1.582
FFIV,18.132309,0.047,5," 456,551,008.00 ",1,0.705267,2,9,1.556,,0.309,0.257,0.30431,15.994,4.867,10.43,0.00233,1.00843,Software - Infrastructure,456551008,2.27,1.464,2.7,0.15045999,0.36958998,34.509,Technology,5,4821185,4106542,7.1,7.298
OLED,34.478874,-0.452,3,62223000,2,2.373458,7,2,5.607,,-0.77,-0.771,0.42567003,44.625,18.995,3.55,0.104720004,0.75574994,Semiconductor Equipment & Materials,62223000,2.08,4.866,1.9,0.072280005,0.10029,5.926,Technology,1,8060253,6780993,7.07,1.32
CPB,13.989363,0.334,5,261000000,1,-0.037782,2,4,0.639,720.612,-0.702,-0.704,0.1065,23.192,2.47,2.82,0.27021998,0.61336,Packaged Foods,261000000,-12.31,0.063,3.3,0.02982,0.17296,28.854,Consumer Defensive,8,31543507,38408955,7.05,0.86
SEDG,13.739255,0.669,,117727000,,-0.477249,,,4.001,,0.44,0.535,0.18986,12.156,2.308,3.49,0.048010003,0.86604,Solar,117727000,0.72,3.036,2.1,0.13861,0.28711,18.098,Technology,,7317865,7889991,7.01,2.482
CONE,446.39996,0.18,5,96000000,1,0.646786,2,9,2.426,120.433,,,0.52769,22.491,11.868,0.15,0.21636999,0,REIT - Diversified,96000000,1.94,2.219,1.9,0.01647,0.05722,7.925,Real Estate,5,5286904,4946811,6.95,1.015
SHOP,246.89832,0.615,8,-52222000,2,1.392235,7,10,12.892,,,,-0.05645,-287.905,16.252,0.59,0.04106,0.72745,Software - Application,-52222000,7.72,12.137,2.2,-0.03026,-0.03966,8.393,Technology,6,11845454,9538458,6.93,-0.513
MTZ,10.428572,-0.144,7,331627008,5,1.7076,7,7,1.821,113.059,0.02,-0.014,0.08389,9.213,0.773,4.2,0.22156,0.83522004,Engineering & Construction,331627008,0.87,1.677,1.5,0.05205,0.24913,81.627,Industrials,6,8781226,8813350,6.93,4.06
AMC,50.131577,0.2,10,-279200000,1,0.653753,10,6,0.676,244.865,,,0.16252,7.837,1.274,0.38,0.012460001,1.02889,Media - Diversified,-279200000,30.56,0.399,2.2,0.02151,-0.12558,41.988,Consumer Cyclical,10,14583303,12828248,6.91,-2.166
HOG,11.97191,-0.029,5,493624000,1,0.676618,3,6,1.355,330.376,-0.02,-0.064,0.18716998,13.003,2.434,3.56,0.00563,0.88921,Recreational Vehicles,493624000,1.23,1.139,2.6,0.049060002,0.23462999,33.527,Consumer Cyclical,5,15967187,16126550,6.91,2.922
PLAY,18.947882,0.092,1,120303000,1,0.46084,3,3,0.437,80.91,0.061,-0.015,0.23038,9.712,2.237,3.07,0.012560001,1.08383,Restaurants,120303000,1.76,0.168,1.6,0.08826999,0.26955,28.698,Consumer Cyclical,1,4672201,4675217,6.86,2.879
HZNP,11.24468,0.046,5,-300584000,1,1.095591,5,6,1.701,219.161,,,0.040599998,106.022,4.305,1.88,0.00894,0.92243,Drug Manufacturers - Specialty & Generic,-300584000,0.67,1.535,2.1,0.00555,-0.31826,6.527,Healthcare,8,10401832,10694244,6.85,-1.829
FEYE,103.75001,0.057,8,-302824000,1,0.883596,8,10,2.035,142.248,,,-0.18663,-20.807,3.883,0.16,0.02296,0.71742994,Software - Application,-302824000,4.23,1.878,2.3,-0.05929,-0.41688,4.206,Technology,5,19102164,16402362,6.84,-1.641
IDCC,63.538464,-0.488,1,128669000,1,0.879397,1,3,9.357,28.174,-0.795,-0.796,0.63104,7.078,4.467,1.3,0.01402,0.77739,Telecom Services,128669000,3.49,9.186,1.5,0.084,0.13562,13.248,Communication Services,3,1548806,1377663,6.82,3.618
UA,55.794113,0.077,10,-159467008,1,-0.445,10,6,1.914,40.51,,,0.06418,27.523,1.766,0.34,0.15526,0.66977,Apparel Manufacturing,-159467008,19.04,0.692,3,0.02264,-0.080790006,11.578,Consumer Cyclical,10,21076343,23643844,6.78,-0.36
