Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
ATHN,"athenahealth, Inc.",153.15,6202880534,n/a,2007,Miscellaneous,Business Services
ATNX,"Athenex, Inc.",16.44,1090678394,n/a,2017,Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",2.01,278553182.7,n/a,n/a,Health Care,Major Pharmaceuticals
AAME,Atlantic American Corporation,2.45,49611233.35,n/a,n/a,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",18.35,479009372.6,n/a,n/a,Finance,Major Banks
AY,Atlantica Yield plc,20.74,2078505972,n/a,2014,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,2.91,45396966.12,n/a,1995,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,62.1,1588210046,n/a,n/a,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",10.4,124144488,n/a,2013,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",25.4136,0,n/a,n/a,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,89.47,20937173619,n/a,2015,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",73.74,1176695284,n/a,n/a,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,5.26,65268841.5,n/a,2016,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,2.19,11102334.21,n/a,2012,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",33.92,1199470323,n/a,2005,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,649.4,1203179746,n/a,n/a,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,0.36,7785118.08,n/a,n/a,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,0.08,0,n/a,n/a,Basic Industries,Miscellaneous
ATTU,Attunity Ltd.,20.94,441639153.3,n/a,n/a,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",0.72,21497011.92,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",47.89,174502204.6,n/a,n/a,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",35.74,1334139532,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,10.68,307762121,n/a,1999,Public Utilities,Telecommunications Equipment
AUPH,Aurinia Pharmaceuticals Inc,5.85,499124732,n/a,n/a,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,0.28,1712868.64,n/a,2014,Health Care,Major Pharmaceuticals
JG,Aurora Mobile Limited,11.37,103012200,9060000,2018,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",155.67,34187979204,n/a,n/a,Technology,Computer Software: Prepackaged Software
AUTL,Autolus Therapeutics plc,29.75,301875005.3,10147059,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,"Automatic Data Processing, Inc.",146.35,64113411341,n/a,n/a,Technology,EDP Services
AUTO,"AutoWeb, Inc.",3.5,45317825,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,4.71,196952088.3,41815730,n/a,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",3.7,39051354,n/a,2017,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",2.9,345187426.3,n/a,2010,Health Care,Major Pharmaceuticals
AVNW,"Aviat Networks, Inc.",18.13,96982972.17,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",6.43,360017461.8,n/a,n/a,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",26.55,18585000,n/a,n/a,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",5.88,245727046.3,n/a,1993,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",1.46,16865995.92,n/a,2015,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",34.04,2695770908,n/a,n/a,Consumer Services,Rental/Leasing Companies
AHPA,Avista Healthcare Public Acquisition Corp.,10.11,121330332.4,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAW,Avista Healthcare Public Acquisition Corp.,0.18,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVT,"Avnet, Inc.",48.94,5665361007,n/a,n/a,Consumer Non-Durables,Electronic Components
AVRO,"AVROBIO, Inc.",35.6,852151432.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWRE,"Aware, Inc.",3.7,79837523.3,n/a,1996,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",19.95,645493142.7,n/a,2000,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",44.05,1688130176,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",67.08,3912085141,n/a,n/a,Capital Goods,Ordnance And Accessories
AXON          ,Axovant Sciences Ltd.,2.42,295435507,n/a,n/a,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",3.3,86634444.6,n/a,2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,7.65,302258568.6,n/a,1998,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",4.4289,397307.7612,n/a,n/a,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2.52,42614364.24,n/a,2016,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,10.24,306063820.8,n/a,n/a,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",22.85,597002658.4,n/a,n/a,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",25.11,0,n/a,n/a,Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",26,0,n/a,n/a,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.45,0,n/a,n/a,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",25.3064,0,n/a,n/a,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.33,7821085.37,n/a,n/a,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",225.87,63409935185,280736420,2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,106.02,3415061746,n/a,n/a,Basic Industries,Major Chemicals
BLDP,"Ballard Power Systems, Inc.",3.41,609517278.7,n/a,n/a,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,63.5,2078844903,n/a,1993,Finance,Major Banks
BANFP,BancFirst Corporation,27.37,27370000,n/a,n/a,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",15.85,53954430.25,n/a,n/a,Finance,Savings Institutions
BAND,Bandwidth Inc.,45.22,851652317,n/a,2017,Technology,Computer Software: Prepackaged Software
BOCH,Bank of Commerce Holdings (CA),12.65,206421460.3,n/a,n/a,Finance,Major Banks
BMRC,Bank of Marin Bancorp,87.9,614724430.8,n/a,n/a,Finance,Major Banks
BMLP,Bank Of Montreal,51.4719,51471900,n/a,n/a,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,19.95,109935233.1,n/a,n/a,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",15.691,68702039.28,n/a,n/a,Finance,Major Banks
OZK,Bank OZK,40.79,5245622879,n/a,n/a,Finance,Major Banks
BFIN,BankFinancial Corporation,15.87,276821806.6,n/a,n/a,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",31.16,244382271.2,n/a,2014,Finance,Major Banks
BANR,Banner Corporation,64.59,2092904086,n/a,n/a,Finance,Major Banks
BZUN,Baozun Inc.,56.96,2467802082,43325177,2015,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,62.64,4585248,n/a,n/a,Finance,Commercial Banks
DFVS,Barclays PLC,36.83,4581652,n/a,n/a,Finance,Commercial Banks
DLBL,Barclays PLC,75.08,4346155.96,n/a,n/a,Finance,Commercial Banks
DLBS,Barclays PLC,19.7,18942377.4,n/a,n/a,Finance,Commercial Banks
DTUL,Barclays PLC,56.75,4768872.75,n/a,n/a,Finance,Commercial Banks
DTUS,Barclays PLC,39.95,7558540,n/a,n/a,Finance,Commercial Banks
DTYL,Barclays PLC,73.23,5045034.39,n/a,n/a,Finance,Commercial Banks
DTYS,Barclays PLC,22.25,67509147.75,n/a,n/a,Finance,Commercial Banks
FLAT,Barclays PLC,65.13,4959128.46,n/a,n/a,Finance,Commercial Banks
STPP,Barclays PLC,29.45,3916850,n/a,n/a,Finance,Commercial Banks
TAPR,Barclays PLC,26.38,17413438,n/a,n/a,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,10.7,24034725.2,n/a,2015,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,0.184,0,n/a,2015,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,10.58,0,n/a,2015,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,0.1399,0,n/a,2015,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",76.5,563034109.5,n/a,1993,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",22.7,243705588.3,n/a,n/a,Consumer Durables,Home Furnishings
ZTEST,BATS BZX Exchange,10,0,n/a,n/a,n/a,n/a
BCML,BayCom Corp,26,282601150,n/a,2018,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",14.85,234373288.1,n/a,2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",38.17,2599814581,n/a,2004,Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",6.9,189799893.9,n/a,2000,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,17.94,2513950230,n/a,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",178.9,6632616422,37074435,2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,24.75,297309721.5,n/a,n/a,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,27.45,329743509.3,n/a,n/a,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.82,47394882.34,n/a,2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",7.02,304310022.1,n/a,2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",17.5,1312159958,n/a,n/a,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",43.4,1383877355,n/a,2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,2.8,6583404.8,2351216,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.3,0,n/a,2015,Health Care,Major Pharmaceuticals
BRY,Berry Petroleum Corporation,16,1301388192,n/a,2018,Energy,Oil & Gas Production
BYSI,"BeyondSpring, Inc.",22.8,511534005.6,n/a,2017,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",12.27,4010371954,n/a,n/a,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,5.75,123228963,n/a,2002,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,9.91,25989807.44,n/a,2017,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.45,0,n/a,2017,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,10.7,0,n/a,2017,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.45,0,n/a,2017,Finance,Business Services
BILI,Bilibili Inc.,13.76,577920000,42000000,2018,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",1.6999,17415946.37,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,1.26,4211415.18,n/a,2014,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",3.42,7805007.72,n/a,2014,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",7.27,795207896.1,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",2.925,174210586.9,n/a,n/a,Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,15.05,14063562.8,934456,2018,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,349.99,70502983072,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",3.4,49481471.6,n/a,n/a,Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",1.62,20399295.96,n/a,n/a,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",1.65,33984886.65,n/a,n/a,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",23.94,428293351.1,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,0.9258,77235024.24,83425172,n/a,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,99.96,17751933985,n/a,1999,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",3.7878,32771897.88,n/a,n/a,Health Care,Medical/Dental Instruments
BNGO,"Bionano Genomics, Inc.",n/a,0,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOU,"Bionano Genomics, Inc.",6.251,0,n/a,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,5.6,31784272.8,5675763,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,1.3242,0,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",1.41,15990465.96,n/a,n/a,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",2.87,367492370.1,n/a,n/a,Health Care,Medical/Nursing Services
BSTC,BioSpecifics Technologies Corp,50.48,368245946.2,n/a,n/a,Health Care,Major Pharmaceuticals
BSPM,"Biostar Pharmaceuticals, Inc.",1.96,5168888.48,n/a,n/a,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,191.72,7233854039,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",59.15,1935583668,n/a,2008,Health Care,Medical Specialities
BTAI,"BioXcel Therapeutics, Inc.",8.96,140184083.2,n/a,2018,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,10.19,24786237.52,n/a,2017,Finance,Business Services
BCACR,Bison Capital Acquisition Corp.,0.49,0,n/a,2017,Finance,Business Services
BCACU,Bison Capital Acquisition Corp.,10.6784,0,n/a,2017,Finance,Business Services
BCACW,Bison Capital Acquisition Corp.,0.4,0,n/a,2017,Finance,Business Services
BJRI,"BJ&#39;s Restaurants, Inc.",73.15,1537534730,n/a,n/a,Consumer Services,Restaurants
BBOX,Black Box Corporation,1.21,18433336.02,n/a,n/a,Technology,Computer Communications Equipment
BRAC,Black Ridge Acquisition Corp.,9.821,42875205.79,n/a,2017,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,0.37,0,n/a,2017,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,10.75,0,n/a,2017,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,0.48,0,n/a,2017,Finance,Business Services
BLKB,"Blackbaud, Inc.",104.91,5096959085,n/a,2004,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",52.63,2838798097,n/a,2016,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,6.24,443139503,n/a,2007,n/a,n/a
TCPC,BlackRock TCP Capital Corp.,14.65,861512470.8,n/a,2012,n/a,n/a
BLNK,Blink Charging Co.,3.2,78961926.4,n/a,n/a,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,1.2,0,n/a,n/a,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",19.34,1789691515,n/a,2012,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",35.95,1712798313,n/a,n/a,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,23.1,626266571.7,n/a,2014,Capital Goods,Construction/Ag Equipment/Trucks
BHBK,"Blue Hills Bancorp, Inc.",22.5,605280307.5,n/a,2014,Finance,Major Banks
BLUE,"bluebird bio, Inc.",170.9,9255587844,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",2.55,102986865.3,n/a,2011,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.83,205983367.8,n/a,n/a,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,74.13,3253397573,n/a,2015,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,36.6854,0,n/a,n/a,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",22.65,1524700877,n/a,2013,Consumer Services,RETAIL: Building Materials
BOFI,"BofI Holding, Inc.",36.28,2277540635,n/a,2005,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",25.99,0,n/a,n/a,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",32.31,1365962697,n/a,2011,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",14.45,532884325.6,n/a,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,102.25,6691016891,n/a,n/a,Finance,Major Banks
BOKFL,BOK Financial Corporation,25.12,0,n/a,n/a,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",3.3,15550590,n/a,n/a,Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,1944.03,92287042705,n/a,n/a,Miscellaneous,Business Services
BRQS,"Borqs Technologies, Inc. ",4.5,140865075,n/a,2015,Technology,EDP Services
BOMN,Boston Omaha Corporation,22.86,504373530.2,n/a,n/a,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",14.3,1209289553,n/a,n/a,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",8.44,0,n/a,n/a,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",64.76,2643936574,n/a,1999,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,3.5301,35502413.39,n/a,2017,Miscellaneous,Industrial Machinery/Components
BCLI,Brainstorm Cell Therapeutics Inc.,4,82678112,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVNSC,Brandes Investment Trust,99.99,0,n/a,n/a,n/a,n/a
BDGE,"Bridge Bancorp, Inc.",34.75,687537368,n/a,n/a,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",0.8904,3776386.74,n/a,n/a,Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",12.8,384875187.2,n/a,2018,Finance,Major Banks
BRID,Bridgford Foods Corporation,14,127075648,n/a,n/a,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,8.15,292730811.7,n/a,2012,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",42.06,5038059016,n/a,n/a,Finance,Life Insurance
AVGO,Broadcom Inc.,214.99,92807072391,n/a,2009,Technology,Semiconductors
BVSN,"BroadVision, Inc.",1.75,8746466.75,n/a,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.5,41128197,n/a,n/a,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",2.17,33571436.36,n/a,n/a,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,20.68,7691691634,n/a,n/a,Finance,Real Estate
BPR,Brookfield Property REIT Inc.,20.64,0,n/a,n/a,n/a,n/a
BPRAP,Brookfield Property REIT Inc.,24.7,0,n/a,n/a,n/a,n/a
BRKL,"Brookline Bancorp, Inc.",17.95,1443471167,n/a,n/a,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",38.6,2726679064,n/a,1995,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,35.53,5554077313,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,48.55,982918102.6,n/a,n/a,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",32.75,319364801.8,n/a,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,2.2,27969502,n/a,1999,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",16.18,1856250096,n/a,2005,Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",25.87,298363133.8,n/a,n/a,Finance,Major Banks
CFFI,C&F Financial Corporation,63.65,222983708.4,n/a,n/a,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",96.07,13309970019,n/a,1997,Transportation,Oil Refining/Marketing
CA,CA Inc.,43.82,18324281133,n/a,n/a,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,113.22,2892673291,n/a,2000,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",47.26,13365506080,n/a,n/a,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",10.9,266510319.2,n/a,n/a,Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,10.6,7351193238,n/a,2012,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,19,652624540,n/a,2012,Capital Goods,Building Materials
PRSS,CafePress Inc.,1.31,22412338.05,n/a,2012,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",5.01,48724464.42,n/a,n/a,Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,13.215,964808556.5,n/a,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,12.61,892240145.9,n/a,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,22.45,547436335.4,n/a,n/a,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,9.17,541451361.5,n/a,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,15.22,129210205.2,n/a,2005,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,13.48,2082848720,n/a,2004,n/a,n/a
CAMP,CalAmp Corp.,23.19,818175874.7,n/a,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",103.85,1824396922,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",5.2,187134370.8,n/a,2014,Health Care,Major Pharmaceuticals
CALM,"Cal-Maine Foods, Inc.",48.8,2373169425,n/a,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",7,539694974,n/a,2006,Energy,Integrated oil Companies
